time,x,y,z
0.029,-0.09,-0.00,0.01
0.029,-0.08,0.00,0.01
0.029,-0.07,0.00,0.01
0.029,-0.06,0.00,0.01
0.030,-0.04,0.00,0.01
0.030,-0.02,0.01,0.01
0.030,0.00,0.00,0.02
0.030,0.02,0.00,0.02
0.030,0.04,0.00,0.02
0.030,0.06,-0.00,0.03
0.031,0.07,0.00,0.03
0.031,0.08,0.00,0.02
0.033,0.08,0.00,0.02
0.033,0.08,0.00,0.02
0.037,0.08,0.01,0.01
0.038,0.07,0.00,0.01
0.047,0.06,0.01,0.01
0.048,0.05,0.00,0.00
0.048,0.03,0.00,0.00
0.048,0.02,0.00,0.00
0.052,-0.00,0.00,0.00
0.053,-0.02,0.00,0.00
0.059,-0.04,0.00,0.01
0.060,-0.05,0.00,0.01
0.062,-0.06,0.00,0.01
0.063,-0.07,0.00,0.01
0.067,-0.08,0.00,0.02
0.068,-0.08,0.00,0.02
0.072,-0.08,-0.00,0.01
0.072,-0.07,-0.00,0.01
0.078,-0.07,-0.01,0.01
0.079,-0.05,-0.00,0.01
0.082,-0.04,-0.00,0.00
0.083,-0.03,-0.00,-0.00
0.088,-0.01,-0.00,-0.00
0.088,0.01,0.00,-0.00
0.102,0.02,-0.00,-0.00
0.103,0.03,-0.00,-0.00
0.103,0.05,-0.00,-0.00
0.103,0.06,-0.00,0.00
0.103,0.07,0.00,0.00
0.103,0.07,-0.00,0.00
0.108,0.07,0.00,0.01
0.109,0.06,0.00,0.01
0.115,0.06,-0.00,0.01
0.115,0.05,-0.00,0.01
0.119,0.04,-0.00,0.01
0.119,0.03,-0.00,0.00
0.123,0.01,-0.00,0.00
0.124,-0.00,-0.00,0.00
0.131,-0.01,-0.00,-0.00
0.131,-0.03,0.00,-0.01
0.135,-0.04,0.00,-0.01
0.135,-0.05,-0.00,-0.01
0.137,-0.06,0.00,-0.01
0.138,-0.06,-0.00,-0.01
0.149,-0.06,0.00,-0.01
0.150,-0.06,0.00,-0.01
0.150,-0.06,0.00,-0.00
0.150,-0.05,0.00,0.00
0.153,-0.04,-0.00,0.00
0.153,-0.02,0.01,0.00
0.158,-0.01,0.00,0.00
0.158,-0.00,0.00,0.00
0.164,0.01,0.00,-0.00
0.164,0.03,0.00,-0.00
0.167,0.04,0.00,-0.00
0.168,0.04,0.00,-0.00
0.173,0.05,0.00,-0.01
0.173,0.06,0.00,-0.01
0.178,0.06,0.00,-0.02
0.179,0.06,0.00,-0.02
0.184,0.06,0.00,-0.01
0.185,0.05,0.00,-0.01
0.189,0.04,0.01,-0.01
0.190,0.03,0.00,-0.01
0.193,0.02,0.01,-0.01
0.194,0.01,0.00,-0.01
0.206,-0.01,0.00,-0.01
0.206,-0.01,0.01,-0.00
0.206,-0.03,0.01,-0.01
0.206,-0.04,0.01,-0.01
0.208,-0.04,0.00,-0.01
0.208,-0.05,0.00,-0.01
0.213,-0.05,0.00,-0.01
0.213,-0.05,0.00,-0.02
0.218,-0.05,0.01,-0.02
0.218,-0.04,0.01,-0.02
0.223,-0.03,0.01,-0.03
0.224,-0.03,0.01,-0.02
0.228,-0.02,0.01,-0.02
0.228,-0.00,0.01,-0.02
0.235,0.01,0.01,-0.02
0.236,0.02,0.01,-0.01
0.239,0.03,0.00,-0.01
0.240,0.04,0.01,-0.01
0.243,0.05,0.01,-0.01
0.244,0.05,0.00,-0.01
0.248,0.06,0.01,-0.01
0.248,0.06,0.01,-0.01
0.258,0.05,0.01,-0.02
0.258,0.05,0.01,-0.02
0.260,0.05,0.01,-0.02
0.260,0.04,0.01,-0.02
0.263,0.03,0.01,-0.03
0.264,0.01,0.01,-0.02
0.269,0.01,0.00,-0.03
0.270,-0.01,0.00,-0.03
0.274,-0.02,0.01,-0.02
0.274,-0.03,0.01,-0.02
0.279,-0.03,0.01,-0.03
0.280,-0.04,0.01,-0.02
0.283,-0.04,0.01,-0.02
0.283,-0.04,0.01,-0.02
0.289,-0.04,0.00,-0.02
0.289,-0.04,0.00,-0.02
0.293,-0.03,0.00,-0.02
0.294,-0.03,0.00,-0.02
0.298,-0.02,-0.00,-0.02
0.299,-0.01,0.00,-0.03
0.303,-0.00,0.00,-0.03
0.304,0.01,0.00,-0.03
0.309,0.02,0.01,-0.03
0.309,0.03,0.00,-0.03
0.313,0.04,0.00,-0.03
0.314,0.05,0.00,-0.03
0.319,0.05,0.00,-0.03
0.319,0.05,-0.00,-0.02
0.323,0.05,0.00,-0.02
0.323,0.05,0.00,-0.02
0.329,0.04,-0.00,-0.02
0.329,0.04,0.00,-0.02
0.333,0.03,0.00,-0.02
0.334,0.02,0.00,-0.02
0.341,0.01,0.00,-0.03
0.341,0.00,-0.00,-0.03
0.345,-0.01,-0.00,-0.03
0.345,-0.02,-0.00,-0.03
0.349,-0.02,-0.00,-0.03
0.349,-0.03,-0.00,-0.03
0.353,-0.04,-0.00,-0.03
0.354,-0.04,-0.00,-0.03
0.359,-0.04,0.00,-0.03
0.360,-0.04,0.00,-0.03
0.364,-0.03,-0.00,-0.03
0.364,-0.03,-0.00,-0.03
0.369,-0.02,-0.00,-0.02
0.369,-0.01,-0.00,-0.02
0.374,-0.00,-0.00,-0.02
0.375,0.01,-0.00,-0.02
0.379,0.01,-0.00,-0.02
0.379,0.02,-0.00,-0.02
0.384,0.03,-0.01,-0.02
0.385,0.04,-0.01,-0.02
0.395,0.04,-0.01,-0.03
0.396,0.04,-0.01,-0.03
0.396,0.04,-0.01,-0.03
0.396,0.04,-0.01,-0.03
0.400,0.04,-0.01,-0.03
0.400,0.04,-0.01,-0.03
0.404,0.03,-0.01,-0.03
0.404,0.02,-0.01,-0.03
0.409,0.02,-0.01,-0.03
0.410,0.01,-0.01,-0.03
0.414,-0.00,-0.00,-0.03
0.415,-0.01,-0.01,-0.02
0.420,-0.02,-0.01,-0.02
0.420,-0.02,-0.01,-0.02
0.424,-0.03,-0.01,-0.02
0.425,-0.03,-0.01,-0.02
0.430,-0.03,-0.01,-0.03
0.431,-0.03,-0.01,-0.03
0.435,-0.03,-0.01,-0.03
0.436,-0.02,-0.01,-0.03
0.440,-0.02,-0.01,-0.03
0.441,-0.02,-0.01,-0.03
0.449,-0.01,-0.01,-0.03
0.449,0.00,-0.00,-0.03
0.452,0.01,-0.01,-0.03
0.452,0.02,-0.01,-0.03
0.456,0.02,-0.01,-0.03
0.456,0.03,-0.02,-0.03
0.460,0.04,-0.02,-0.03
0.460,0.04,-0.02,-0.02
0.465,0.04,-0.01,-0.02
0.466,0.04,-0.01,-0.02
0.470,0.04,-0.01,-0.03
0.470,0.04,-0.01,-0.03
0.475,0.03,-0.01,-0.03
0.475,0.03,-0.01,-0.03
0.481,0.02,-0.01,-0.03
0.482,0.02,-0.01,-0.03
0.484,0.01,-0.01,-0.03
0.485,-0.00,-0.01,-0.03
0.490,-0.01,-0.01,-0.04
0.491,-0.01,-0.01,-0.03
0.495,-0.02,-0.01,-0.03
0.495,-0.02,-0.01,-0.03
0.500,-0.02,-0.00,-0.03
0.501,-0.03,-0.00,-0.03
0.512,-0.03,-0.00,-0.02
0.512,-0.03,-0.01,-0.02
0.513,-0.02,-0.01,-0.02
0.513,-0.02,-0.00,-0.03
0.519,-0.01,-0.01,-0.02
0.520,-0.00,-0.01,-0.03
0.520,0.00,-0.00,-0.03
0.521,0.01,-0.00,-0.03
0.526,0.01,-0.00,-0.03
0.527,0.02,-0.00,-0.03
0.529,0.03,0.00,-0.03
0.530,0.03,-0.00,-0.03
0.536,0.03,-0.00,-0.03
0.537,0.03,-0.01,-0.03
0.540,0.03,-0.01,-0.03
0.541,0.03,-0.01,-0.03
0.545,0.03,-0.00,-0.02
0.546,0.03,-0.00,-0.02
0.551,0.02,0.00,-0.02
0.552,0.01,0.00,-0.02
0.555,0.01,-0.00,-0.03
0.555,0.01,0.00,-0.02
0.560,0.00,-0.00,-0.02
0.561,-0.01,-0.01,-0.02
0.565,-0.02,-0.00,-0.02
0.565,-0.02,-0.00,-0.03
0.572,-0.02,-0.01,-0.03
0.573,-0.02,-0.00,-0.03
0.579,-0.03,0.00,-0.03
0.579,-0.02,0.00,-0.03
0.581,-0.02,0.01,-0.02
0.581,-0.02,0.00,-0.02
0.589,-0.01,0.00,-0.02
0.591,-0.00,0.00,-0.02
0.594,-0.00,0.00,-0.02
0.594,0.01,0.00,-0.02
0.595,0.01,0.00,-0.02
0.595,0.02,-0.00,-0.02
0.601,0.02,0.00,-0.02
0.601,0.02,0.00,-0.02
0.605,0.03,0.00,-0.02
0.606,0.03,0.00,-0.02
0.611,0.03,0.00,-0.02
0.611,0.03,-0.00,-0.02
0.615,0.03,-0.00,-0.02
0.616,0.03,-0.00,-0.02
0.620,0.02,-0.00,-0.02
0.621,0.02,-0.00,-0.02
0.625,0.01,-0.00,-0.02
0.626,0.01,0.00,-0.02
0.630,-0.00,0.00,-0.02
0.631,-0.01,-0.00,-0.02
0.635,-0.01,-0.00,-0.01
0.636,-0.01,0.00,-0.01
0.641,-0.02,0.00,-0.01
0.642,-0.02,0.00,-0.01
0.646,-0.02,0.01,-0.02
0.646,-0.02,0.01,-0.02
0.650,-0.02,0.00,-0.01
0.650,-0.02,0.00,-0.02
0.656,-0.02,0.01,-0.02
0.657,-0.01,0.00,-0.02
0.663,-0.00,0.01,-0.02
0.663,0.00,0.01,-0.02
0.665,0.01,0.01,-0.02
0.666,0.01,0.01,-0.01
0.670,0.02,0.01,-0.02
0.671,0.02,0.01,-0.01
0.677,0.02,0.01,-0.01
0.677,0.02,0.01,-0.01
0.681,0.03,0.01,-0.01
0.681,0.02,0.01,-0.01
0.685,0.02,0.01,-0.01
0.686,0.02,0.01,-0.01
0.692,0.02,0.01,-0.01
0.693,0.02,0.01,-0.01
0.697,0.01,0.01,-0.01
0.697,0.00,0.01,-0.01
0.701,0.00,0.01,-0.01
0.701,-0.01,0.01,-0.01
0.706,-0.01,0.01,-0.01
0.706,-0.01,0.01,-0.01
0.712,-0.01,0.01,-0.01
0.713,-0.02,0.01,-0.01
0.719,-0.02,0.01,-0.01
0.719,-0.02,0.01,-0.01
0.722,-0.02,0.01,-0.01
0.722,-0.01,0.01,-0.01
0.730,-0.01,0.01,-0.01
0.731,-0.01,0.01,-0.00
0.732,-0.00,0.01,-0.00
0.732,-0.00,0.01,-0.00
0.736,0.00,0.01,-0.00
0.737,0.01,0.01,-0.00
0.742,0.01,0.00,-0.00
0.743,0.02,0.01,-0.01
0.746,0.02,0.01,-0.01
0.746,0.02,0.01,-0.00
0.751,0.02,0.00,-0.00
0.752,0.02,0.00,-0.01
0.766,0.02,-0.00,-0.00
0.766,0.02,-0.00,-0.00
0.766,0.01,0.00,-0.00
0.767,0.02,0.00,-0.00
0.767,0.01,-0.00,0.00
0.767,0.01,-0.00,0.00
0.771,0.00,-0.00,-0.00
0.772,-0.00,0.00,0.00
0.777,-0.01,-0.00,0.00
0.777,-0.01,-0.00,0.00
0.782,-0.01,-0.00,-0.00
0.783,-0.01,-0.01,-0.00
0.786,-0.02,-0.01,0.00
0.787,-0.02,-0.01,-0.00
0.792,-0.02,-0.01,0.00
0.792,-0.02,-0.01,0.00
0.796,-0.02,-0.00,0.00
0.797,-0.01,-0.00,0.00
0.801,-0.01,-0.00,0.00
0.802,-0.00,-0.00,0.00
0.806,-0.01,-0.00,0.00
0.806,0.00,-0.00,0.01
0.810,0.01,-0.00,0.01
0.811,0.01,-0.01,0.01
0.817,0.01,-0.01,0.01
0.818,0.02,-0.00,0.01
0.821,0.02,-0.01,0.01
0.821,0.02,-0.01,0.01
0.826,0.02,-0.01,0.01
0.826,0.02,-0.00,0.00
0.831,0.02,-0.00,0.01
0.832,0.01,-0.01,0.00
0.836,0.01,-0.01,0.00
0.837,0.01,-0.01,0.01
0.842,0.00,-0.01,0.01
0.842,-0.00,-0.01,0.01
0.846,-0.01,-0.01,0.01
0.848,-0.01,-0.01,0.01
0.852,-0.01,-0.01,0.01
0.853,-0.01,-0.01,0.01
0.857,-0.02,-0.00,0.01
0.858,-0.02,-0.00,0.01
0.862,-0.02,-0.01,0.01
0.862,-0.02,-0.01,0.01
0.870,-0.02,-0.01,0.01
0.871,-0.01,-0.01,0.01
0.871,-0.01,-0.01,0.01
0.872,-0.01,-0.01,0.01
0.877,-0.00,-0.01,0.01
0.878,-0.00,-0.01,0.01
0.882,-0.00,-0.00,0.01
0.883,0.01,-0.00,0.01
0.888,0.01,-0.00,0.01
0.888,0.01,-0.00,0.01
0.893,0.01,-0.00,0.01
0.893,0.01,-0.01,0.02
0.897,0.01,-0.01,0.01
0.898,0.01,-0.01,0.02
0.904,0.01,-0.00,0.01
0.905,0.01,-0.00,0.02
0.907,0.01,-0.00,0.02
0.907,0.01,-0.00,0.02
0.912,0.00,-0.00,0.02
0.912,-0.00,0.00,0.02
0.917,-0.01,0.01,0.02
0.917,-0.01,0.03,0.02
0.922,-0.01,0.03,0.01
0.923,-0.02,0.02,0.01
0.927,-0.02,0.01,0.01
0.927,-0.02,0.00,0.01
0.931,-0.02,-0.01,0.01
0.932,-0.02,-0.02,0.01
0.937,-0.02,-0.01,0.02
0.938,-0.01,-0.01,0.02
0.943,-0.01,-0.01,0.02
0.944,-0.01,0.01,0.03
0.947,-0.01,0.02,0.03
0.947,-0.00,0.02,0.02
0.952,-0.00,0.02,0.03
0.952,-0.00,0.02,0.02
0.956,0.00,0.00,0.02
0.957,0.01,-0.01,0.02
0.962,0.01,-0.01,0.02
0.962,0.01,-0.01,0.02
0.967,0.01,-0.00,0.02
0.967,0.01,0.00,0.01
0.975,0.01,0.02,0.01
0.976,0.01,0.02,0.02
0.978,0.01,0.02,0.02
0.978,0.01,0.02,0.02
0.982,0.01,0.01,0.03
0.983,0.00,0.00,0.03
0.987,-0.00,-0.00,0.03
0.988,-0.01,-0.00,0.03
0.992,-0.01,-0.01,0.03
0.994,-0.01,0.00,0.03
0.997,-0.01,0.01,0.03
0.998,-0.01,0.02,0.03
1.002,-0.02,0.02,0.03
1.002,-0.02,0.02,0.02
1.013,-0.02,0.02,0.02
1.014,-0.02,0.01,0.02
1.014,-0.01,0.00,0.02
1.014,-0.01,0.00,0.02
1.018,-0.01,0.00,0.02
1.018,-0.01,0.00,0.02
1.022,-0.00,0.01,0.02
1.023,-0.00,0.01,0.02
1.028,0.00,0.02,0.02
1.028,0.00,0.02,0.03
1.032,0.01,0.02,0.03
1.033,0.01,0.01,0.03
1.038,0.01,0.00,0.03
1.038,0.01,0.00,0.03
1.043,0.01,-0.00,0.03
1.043,0.01,-0.00,0.03
1.048,0.01,0.00,0.02
1.048,0.01,0.01,0.02
1.052,0.01,0.01,0.02
1.052,0.00,0.01,0.02
1.057,-0.00,0.02,0.02
1.058,-0.00,0.02,0.02
1.062,-0.01,0.01,0.02
1.062,-0.01,0.01,0.02
1.067,-0.01,0.00,0.02
1.068,-0.01,-0.01,0.02
1.072,-0.02,-0.01,0.02
1.072,-0.01,-0.00,0.03
1.079,-0.02,0.01,0.03
1.079,-0.02,0.01,0.03
1.083,-0.02,0.02,0.03
1.083,-0.01,0.02,0.03
1.087,-0.01,0.02,0.03
1.088,-0.01,0.01,0.03
1.092,-0.01,0.00,0.02
1.093,-0.01,-0.00,0.02
1.098,-0.00,-0.00,0.02
1.099,0.00,0.00,0.02
1.102,0.01,0.01,0.02
1.103,0.01,0.01,0.02
1.108,0.01,0.02,0.02
1.108,0.01,0.02,0.02
1.114,0.01,0.02,0.03
1.115,0.01,0.01,0.03
1.118,0.01,0.00,0.03
1.118,0.01,0.00,0.03
1.123,0.01,-0.01,0.03
1.123,-0.00,-0.01,0.03
1.127,-0.00,-0.00,0.03
1.127,-0.00,0.00,0.03
1.134,-0.01,0.01,0.03
1.134,-0.01,0.01,0.03
1.138,-0.01,0.01,0.02
1.138,-0.01,0.00,0.02
1.143,-0.02,-0.00,0.02
1.143,-0.01,-0.00,0.02
1.148,-0.01,-0.01,0.02
1.148,-0.01,-0.01,0.02
1.153,-0.02,-0.01,0.02
1.153,-0.01,-0.01,0.02
1.158,-0.01,-0.00,0.03
1.158,-0.01,0.00,0.03
1.163,-0.01,0.00,0.03
1.164,-0.01,0.00,0.03
1.169,-0.00,0.00,0.03
1.170,-0.00,0.00,0.03
1.175,0.00,-0.00,0.03
1.175,0.01,-0.00,0.03
1.178,0.01,-0.00,0.03
1.178,0.01,-0.01,0.03
1.185,0.01,-0.00,0.03
1.186,0.01,-0.00,0.02
1.188,0.01,0.00,0.02
1.188,0.01,0.01,0.02
1.194,0.00,0.01,0.02
1.194,0.01,0.00,0.02
1.198,0.00,0.00,0.02
1.198,-0.00,-0.00,0.02
1.205,-0.01,-0.01,0.03
1.206,-0.01,-0.00,0.03
1.208,-0.01,0.00,0.03
1.208,-0.01,-0.00,0.03
1.213,-0.01,0.00,0.03
1.213,-0.01,0.01,0.03
1.218,-0.01,0.01,0.03
1.221,-0.02,0.01,0.02
1.223,-0.01,0.01,0.02
1.223,-0.01,0.00,0.02
1.228,-0.01,0.00,0.02
1.229,-0.01,0.00,0.02
1.233,-0.01,-0.00,0.02
1.233,-0.01,-0.00,0.02
1.238,-0.00,0.00,0.02
1.239,-0.00,0.01,0.02
1.243,0.00,0.01,0.02
1.244,0.00,0.01,0.02
1.248,0.00,0.00,0.02
1.248,0.01,0.00,0.02
1.253,0.01,0.00,0.03
1.254,0.01,0.00,0.02
1.266,0.01,0.00,0.02
1.266,0.01,-0.00,0.02
1.266,0.00,0.00,0.02
1.266,0.00,0.01,0.02
1.269,0.00,0.00,0.02
1.269,0.00,0.01,0.01
1.274,-0.00,0.01,0.02
1.275,-0.00,0.00,0.01
1.279,-0.01,0.00,0.02
1.279,-0.01,0.00,0.02
1.283,-0.01,-0.00,0.02
1.284,-0.01,0.00,0.02
1.291,-0.01,0.01,0.02
1.293,-0.01,0.01,0.02
1.293,-0.01,0.01,0.02
1.293,-0.01,0.01,0.02
1.299,-0.01,0.01,0.02
1.299,-0.01,0.01,0.02
1.304,-0.01,0.00,0.02
1.304,-0.01,0.00,0.02
1.309,-0.00,0.00,0.02
1.310,-0.00,0.01,0.01
1.313,-0.00,0.01,0.01
1.314,0.00,-0.00,0.01
1.319,0.01,-0.00,0.01
1.319,0.00,-0.00,0.01
1.323,0.01,0.00,0.01
1.324,0.01,0.00,0.01
1.328,0.01,0.01,0.01
1.329,0.01,0.00,0.01
1.333,0.01,0.00,0.01
1.333,0.00,-0.00,0.01
1.338,0.00,-0.00,0.01
1.339,0.00,-0.00,0.02
1.344,-0.00,-0.00,0.01
1.344,-0.00,0.00,0.02
1.348,-0.00,0.00,0.02
1.348,-0.00,0.00,0.01
1.353,-0.00,0.00,0.01
1.353,-0.01,0.01,0.01
1.360,-0.01,0.00,0.01
1.361,-0.01,0.00,0.01
1.364,-0.01,0.00,0.00
1.364,-0.01,0.00,0.00
1.368,-0.01,0.00,0.01
1.368,-0.01,0.00,0.01
1.373,-0.01,0.00,0.01
1.374,-0.01,0.00,0.00
1.379,-0.00,0.00,0.00
1.380,-0.00,0.01,0.01
1.384,-0.00,0.01,0.01
1.385,0.00,0.01,0.01
1.392,0.00,0.01,0.01
1.392,0.00,0.00,0.01
1.395,0.00,0.00,0.00
1.396,0.00,0.00,0.01
1.399,0.00,0.00,0.00
1.400,0.00,0.01,0.00
1.405,0.01,0.01,-0.00
1.406,0.00,0.01,0.00
1.409,0.00,0.01,-0.00
1.409,0.00,0.01,-0.00
1.415,-0.00,0.01,0.00
1.416,-0.00,0.00,0.00
1.419,-0.00,0.00,0.00
1.419,0.00,0.00,-0.00
1.424,-0.00,0.00,0.00
1.424,-0.01,0.00,0.00
1.429,-0.01,0.00,0.00
1.430,-0.01,0.01,0.00
1.434,-0.01,0.00,-0.00
1.434,-0.00,0.00,-0.00
1.439,-0.00,0.00,0.00
1.439,-0.00,0.01,-0.00
1.444,-0.00,0.00,-0.00
1.444,-0.00,-0.00,-0.00
1.450,-0.00,0.00,-0.01
1.451,-0.00,0.00,-0.01
1.454,0.00,0.00,-0.01
1.455,0.00,0.00,-0.01
1.459,0.01,0.00,-0.00
1.459,0.00,0.00,-0.00
1.464,0.00,0.01,-0.01
1.465,0.01,0.01,-0.01
1.469,0.01,0.01,-0.00
1.470,0.01,0.00,-0.00
1.475,0.01,0.00,-0.00
1.475,0.01,0.00,-0.01
1.480,0.00,0.00,-0.00
1.480,0.00,0.00,-0.00
1.484,0.00,0.00,-0.01
1.485,0.00,0.00,-0.01
1.489,0.00,0.00,-0.01
1.490,-0.00,0.00,-0.01
1.494,-0.00,0.00,-0.01
1.495,-0.00,-0.00,-0.01
1.503,-0.00,0.00,-0.01
1.503,-0.00,-0.00,-0.01
1.504,-0.00,-0.00,-0.01
1.504,-0.00,0.00,-0.01
1.518,-0.00,0.00,-0.01
1.519,-0.00,0.00,-0.01
1.520,-0.00,0.00,-0.01
1.520,-0.00,0.00,-0.01
1.520,0.00,0.00,-0.01
1.521,0.00,-0.00,-0.01
1.529,0.00,-0.00,-0.01
1.530,0.01,0.00,-0.01
1.531,0.00,0.00,-0.01
1.531,0.00,0.01,-0.01
1.536,0.00,0.00,-0.01
1.537,0.01,0.01,-0.02
1.541,0.01,0.01,-0.02
1.542,0.01,0.01,-0.02
1.545,0.01,0.00,-0.02
1.545,0.01,0.00,-0.02
1.549,0.01,0.00,-0.02
1.550,0.01,-0.00,-0.01
1.555,0.01,-0.00,-0.01
1.556,0.00,0.00,-0.01
1.560,0.00,0.00,-0.01
1.560,0.00,0.00,-0.01
1.564,0.00,0.01,-0.02
1.565,-0.00,0.01,-0.01
1.570,-0.00,0.01,-0.02
1.571,-0.00,0.00,-0.02
1.575,-0.00,-0.00,-0.01
1.575,-0.00,-0.00,-0.02
1.580,-0.00,-0.00,-0.02
1.580,-0.00,-0.00,-0.02
1.584,-0.00,-0.00,-0.02
1.584,0.00,-0.00,-0.02
1.589,0.00,0.00,-0.02
1.590,0.00,0.00,-0.02
1.595,0.00,-0.00,-0.02
1.596,0.00,-0.00,-0.02
1.600,0.00,0.00,-0.02
1.600,0.00,-0.00,-0.02
1.609,0.01,-0.00,-0.02
1.610,0.01,-0.01,-0.02
1.611,0.01,-0.01,-0.02
1.613,0.01,-0.00,-0.02
1.617,0.01,-0.00,-0.02
1.618,0.01,0.00,-0.02
1.621,0.01,0.00,-0.02
1.621,0.01,-0.00,-0.02
1.625,0.01,0.00,-0.02
1.626,0.01,-0.01,-0.02
1.630,0.00,-0.01,-0.02
1.630,0.00,-0.01,-0.02
1.635,0.00,-0.01,-0.02
1.635,0.00,-0.01,-0.02
1.641,-0.00,-0.01,-0.02
1.642,-0.00,-0.00,-0.02
1.646,-0.00,-0.01,-0.02
1.646,-0.00,-0.01,-0.02
1.652,-0.00,-0.01,-0.02
1.652,-0.00,-0.01,-0.02
1.655,0.00,-0.01,-0.02
1.655,-0.00,-0.01,-0.02
1.660,-0.00,-0.01,-0.03
1.661,0.00,-0.01,-0.02
1.666,0.00,-0.01,-0.02
1.666,0.01,-0.01,-0.02
1.670,0.01,-0.00,-0.02
1.670,0.01,-0.01,-0.02
1.676,0.01,-0.00,-0.02
1.677,0.01,-0.00,-0.02
1.680,0.01,-0.01,-0.03
1.681,0.01,-0.01,-0.02
1.685,0.01,-0.01,-0.02
1.686,0.01,-0.01,-0.02
1.690,0.01,-0.01,-0.02
1.690,0.01,-0.01,-0.02
1.697,0.01,-0.01,-0.02
1.698,0.01,-0.01,-0.02
1.700,0.01,-0.01,-0.02
1.701,0.01,-0.00,-0.03
1.705,0.00,-0.00,-0.03
1.705,-0.00,-0.01,-0.02
1.711,-0.00,-0.01,-0.03
1.712,0.00,-0.01,-0.03
1.716,-0.00,-0.01,-0.02
1.717,0.00,-0.01,-0.02
1.721,0.00,-0.01,-0.02
1.721,-0.00,-0.01,-0.03
1.725,0.00,-0.01,-0.02
1.725,0.00,-0.01,-0.02
1.731,0.00,-0.01,-0.02
1.732,0.00,-0.01,-0.02
1.736,0.00,-0.01,-0.02
1.736,0.00,-0.01,-0.03
1.742,0.00,-0.00,-0.02
1.742,0.00,-0.01,-0.02
1.745,0.01,-0.01,-0.02
1.746,0.01,-0.01,-0.02
1.751,0.01,-0.00,-0.03
1.752,0.01,-0.00,-0.03
1.757,0.01,-0.01,-0.03
1.758,0.01,-0.00,-0.03
1.775,0.01,-0.00,-0.03
1.775,0.01,-0.00,-0.03
1.775,0.01,-0.00,-0.03
1.776,0.01,-0.00,-0.02
1.785,0.01,-0.00,-0.02
1.786,0.00,-0.00,-0.02
1.786,0.00,-0.00,-0.02
1.786,0.00,-0.00,-0.02
1.787,-0.00,-0.00,-0.02
1.787,-0.00,-0.00,-0.03
1.787,-0.00,-0.00,-0.03
1.787,0.00,-0.00,-0.02
1.791,0.00,-0.00,-0.02
1.792,-0.00,-0.00,-0.02
1.796,-0.00,-0.00,-0.03
1.796,-0.00,0.00,-0.02
1.801,0.00,-0.00,-0.02
1.802,0.01,-0.00,-0.03
1.806,0.00,0.01,-0.03
1.807,0.00,0.00,-0.03
1.811,0.01,0.00,-0.02
1.811,0.01,0.00,-0.02
1.815,0.01,0.00,-0.02
1.815,0.00,-0.00,-0.02
1.823,0.01,-0.00,-0.02
1.824,0.01,-0.00,-0.02
1.828,0.00,-0.00,-0.02
1.828,0.01,0.00,-0.02
1.831,0.01,0.00,-0.03
1.831,0.01,0.00,-0.03
1.838,0.01,0.00,-0.02
1.839,0.01,0.00,-0.02
1.841,0.01,0.00,-0.02
1.842,0.00,0.00,-0.03
1.846,0.01,0.00,-0.03
1.846,0.00,0.00,-0.02
1.850,0.00,0.00,-0.02
1.850,0.00,0.00,-0.02
1.858,0.00,0.00,-0.02
1.858,-0.00,0.00,-0.02
1.861,-0.00,0.01,-0.02
1.862,0.00,0.01,-0.02
1.867,0.00,0.00,-0.02
1.867,-0.00,0.00,-0.02
1.871,0.00,0.00,-0.02
1.872,0.00,0.00,-0.02
1.876,0.00,0.00,-0.02
1.877,-0.00,0.00,-0.02
1.881,0.00,0.00,-0.02
1.881,0.00,0.00,-0.02
1.887,0.01,0.00,-0.02
1.888,0.01,0.00,-0.02
1.891,0.01,0.00,-0.02
1.891,0.01,0.00,-0.02
1.897,0.01,0.00,-0.02
1.897,0.00,-0.00,-0.02
1.901,0.01,0.00,-0.02
1.901,0.01,0.00,-0.02
1.907,0.00,0.00,-0.02
1.908,0.01,0.00,-0.02
1.912,0.00,0.00,-0.02
1.913,0.01,0.00,-0.02
1.916,0.00,0.00,-0.02
1.916,0.00,0.00,-0.02
1.924,0.00,-0.00,-0.02
1.924,0.00,-0.00,-0.02
1.926,0.00,0.00,-0.02
1.927,-0.00,-0.00,-0.02
1.932,-0.00,0.00,-0.02
1.932,-0.00,0.00,-0.02
1.936,0.00,0.00,-0.02
1.937,0.00,0.00,-0.02
1.943,0.00,0.01,-0.02
1.944,-0.00,0.00,-0.02
1.947,-0.00,0.01,-0.02
1.947,0.00,0.00,-0.01
1.952,0.00,0.00,-0.01
1.952,0.01,0.00,-0.01
1.958,0.01,-0.00,-0.01
1.959,0.01,-0.00,-0.01
1.962,0.00,0.00,-0.02
1.963,0.01,0.00,-0.02
1.967,0.00,0.01,-0.01
1.967,0.01,0.00,-0.01
1.971,0.01,0.00,-0.02
1.971,0.01,-0.00,-0.01
1.977,0.00,0.00,-0.01
1.977,0.00,-0.00,-0.02
1.982,0.00,-0.00,-0.02
1.983,0.01,-0.00,-0.01
1.986,0.00,-0.00,-0.01
1.987,0.00,0.00,-0.01
1.997,0.00,0.00,-0.01
1.998,-0.00,0.00,-0.01
1.998,-0.00,0.00,-0.01
1.998,-0.00,0.00,-0.01
2.005,-0.00,-0.00,-0.01
2.006,-0.00,-0.00,-0.01
2.007,-0.00,-0.00,-0.01
