time,x,y,z
4.153,3.77,4.31,0.63
4.158,3.75,4.49,0.54
4.167,3.59,4.65,0.48
4.169,3.51,4.73,0.35
4.174,3.37,4.79,0.26
4.178,3.15,4.88,0.12
4.185,3.09,4.98,0.06
4.189,2.91,5.08,0.21
4.194,2.81,5.20,0.45
4.199,2.81,5.30,0.55
4.207,2.77,5.42,0.57
4.212,2.66,5.49,0.56
4.214,2.52,5.58,0.56
4.219,2.37,5.65,0.66
4.225,2.29,5.74,0.64
4.229,2.11,5.79,0.68
4.234,2.11,5.88,0.63
4.240,1.99,5.97,0.68
4.244,1.94,6.02,0.71
4.249,1.88,6.13,0.77
4.255,1.82,6.19,0.83
4.259,1.71,6.29,0.78
4.264,1.61,6.30,0.86
4.269,1.51,6.32,0.94
4.276,1.41,6.37,0.97
4.279,1.33,6.42,0.97
4.284,1.30,6.47,0.90
4.289,1.25,6.53,0.87
4.294,1.18,6.56,0.85
4.299,1.09,6.64,0.89
4.304,1.03,6.66,0.92
4.309,0.94,6.66,0.91
4.314,0.85,6.70,0.85
4.319,0.77,6.73,0.81
4.324,0.79,6.72,0.77
4.333,0.78,6.77,0.84
4.334,0.72,6.79,0.86
4.340,0.72,6.80,0.79
4.345,0.66,6.78,0.73
4.350,0.63,6.84,0.70
4.355,0.65,6.84,0.74
4.362,0.62,6.81,0.73
4.366,0.63,6.81,0.70
4.372,0.60,6.80,0.65
4.375,0.63,6.82,0.60
4.381,0.63,6.81,0.58
4.394,0.66,6.80,0.58
4.395,0.66,6.77,0.59
4.396,0.64,6.76,0.53
4.401,0.61,6.72,0.54
4.405,0.64,6.67,0.51
4.410,0.71,6.63,0.50
4.415,0.70,6.62,0.53
4.420,0.75,6.59,0.53
4.425,0.83,6.57,0.52
4.432,0.87,6.54,0.48
4.436,0.93,6.51,0.53
4.441,0.95,6.46,0.53
4.445,1.01,6.41,0.54
4.452,1.04,6.33,0.52
4.456,1.11,6.27,0.49
4.460,1.17,6.21,0.53
4.466,1.23,6.13,0.59
4.471,1.36,6.08,0.67
4.477,1.43,6.03,0.68
4.481,1.54,5.96,0.64
4.490,1.60,5.88,0.68
4.490,1.68,5.80,0.74
4.495,1.75,5.69,0.70
4.500,1.83,5.63,0.65
4.505,1.91,5.57,0.60
4.511,2.01,5.45,0.57
4.516,2.11,5.39,0.53
4.520,2.24,5.28,0.51
4.526,2.27,5.17,0.55
4.531,2.34,5.07,0.53
4.539,2.48,4.94,0.57
4.542,2.47,4.84,0.67
4.546,2.64,4.73,0.65
4.551,2.75,4.63,0.62
4.557,2.83,4.54,0.63
4.561,2.98,4.41,0.58
4.566,3.09,4.28,0.57
4.571,3.12,4.17,0.60
4.577,3.21,4.02,0.54
4.583,3.30,3.86,0.52
4.586,3.40,3.73,0.49
4.597,3.48,3.60,0.45
4.598,3.66,3.46,0.45
4.605,3.75,3.32,0.41
4.607,3.80,3.21,0.37
4.624,3.95,3.08,0.28
4.624,4.00,2.90,0.25
4.625,4.09,2.76,0.30
4.629,4.21,2.60,0.33
4.631,4.31,2.46,0.28
4.637,4.36,2.31,0.25
4.641,4.47,2.16,0.27
4.647,4.51,2.00,0.31
4.652,4.53,1.84,0.33
4.657,4.58,1.67,0.33
4.663,4.53,1.52,0.23
4.666,4.56,1.36,0.15
4.671,4.67,1.18,0.13
4.676,4.74,1.02,0.21
4.682,4.79,0.85,0.23
4.686,4.81,0.67,0.22
4.691,4.80,0.53,0.18
4.697,4.88,0.36,0.19
4.702,4.90,0.19,0.25
4.706,4.95,0.01,0.27
4.711,4.96,-0.16,0.27
4.720,5.01,-0.34,0.20
4.722,5.02,-0.50,0.17
4.730,4.97,-0.65,0.17
4.744,4.95,-0.81,0.16
4.745,4.92,-0.95,0.17
4.745,4.93,-1.12,0.17
4.746,4.94,-1.31,0.14
4.756,4.92,-1.45,0.15
4.757,4.80,-1.61,0.18
4.762,4.72,-1.78,0.22
4.770,4.60,-1.94,0.10
4.773,4.49,-2.00,-1.08
4.777,4.97,-2.09,-2.12
4.782,4.82,-2.29,-1.99
4.786,4.72,-2.42,-1.47
4.792,4.27,-2.63,-1.36
4.796,4.23,-2.83,-1.89
4.803,4.22,-3.04,-2.25
4.807,4.14,-3.20,-2.15
4.812,3.93,-3.29,-1.53
4.820,4.03,-3.39,-0.61
4.823,4.30,-3.49,0.56
4.828,4.06,-3.49,0.92
4.832,4.03,-3.53,0.34
4.839,3.86,-3.78,0.32
4.842,3.70,-4.08,0.59
4.848,3.17,-4.36,0.88
4.852,2.93,-4.52,0.91
4.861,2.90,-4.62,0.67
4.863,3.03,-4.63,0.51
4.868,3.04,-4.62,0.73
4.889,3.14,-4.59,1.71
4.890,3.12,-4.74,2.33
4.891,2.96,-4.92,2.36
4.902,2.62,-5.12,2.10
4.902,2.23,-5.37,2.01
4.903,2.02,-5.50,2.01
4.907,1.87,-5.60,2.27
4.910,1.79,-5.63,2.13
4.913,1.98,-5.67,1.94
4.917,1.93,-5.68,1.94
4.926,1.90,-5.69,1.89
4.929,1.79,-5.77,1.73
4.933,1.60,-5.89,1.46
4.937,1.27,-6.03,1.05
4.944,1.06,-6.14,0.53
4.948,0.92,-6.23,0.11
4.952,0.83,-6.26,-0.19
4.961,0.89,-6.21,-0.14
4.962,0.99,-6.20,0.02
4.969,0.95,-6.16,0.10
4.973,0.86,-6.18,-0.03
4.979,0.66,-6.31,-0.20
4.982,0.44,-6.40,-0.25
4.987,0.54,-6.43,-0.15
4.994,0.07,-6.57,0.07
4.998,0.05,-6.64,0.17
5.003,-0.17,-6.72,0.05
5.008,-0.02,-6.68,-0.10
5.012,-0.10,-6.66,0.04
5.018,0.01,-6.59,0.44
5.023,-0.05,-6.64,0.91
5.028,-0.09,-6.69,1.10
5.033,-0.28,-6.78,1.26
5.038,-0.40,-6.85,1.42
5.042,-0.58,-6.93,1.65
5.049,-0.63,-6.95,1.82
5.054,-0.63,-6.93,1.75
5.058,-0.57,-6.90,1.52
5.062,-0.52,-6.84,1.23
5.068,-0.49,-6.83,1.04
5.074,-0.50,-6.83,0.91
5.079,-0.62,-6.88,0.80
5.084,-0.75,-6.98,0.66
5.089,-0.82,-7.00,0.53
5.094,-0.83,-6.98,0.48
5.106,-0.77,-6.94,0.57
5.107,-0.71,-6.87,0.68
5.116,-0.63,-6.80,0.77
5.117,-0.56,-6.75,0.76
5.131,-0.52,-6.72,0.72
5.132,-0.50,-6.68,0.81
5.133,-0.58,-6.70,0.94
5.133,-0.64,-6.75,1.04
5.139,-0.65,-6.74,1.00
5.144,-0.63,-6.71,0.89
5.148,-0.50,-6.65,0.85
5.154,-0.36,-6.56,0.93
5.159,-0.22,-6.49,0.99
5.164,-0.12,-6.43,0.90
5.171,-0.11,-6.40,0.70
5.175,-0.12,-6.41,0.50
5.179,-0.20,-6.40,0.22
5.183,-0.19,-6.38,0.03
5.189,-0.05,-6.32,-0.11
5.194,0.15,-6.19,-0.21
5.198,0.34,-6.11,-0.19
5.203,0.51,-5.99,-0.04
5.209,0.57,-5.94,0.28
5.214,0.59,-5.95,0.61
5.219,0.55,-5.96,0.82
5.229,0.55,-5.94,0.94
5.230,0.61,-5.90,1.03
5.256,0.77,-5.80,1.09
5.256,0.98,-5.67,1.17
5.257,1.15,-5.50,1.14
5.257,1.31,-5.40,0.99
5.257,1.44,-5.31,0.75
5.270,1.45,-5.26,0.52
5.271,1.46,-5.24,0.29
5.271,1.35,-5.19,0.00
5.275,1.55,-5.11,-0.18
5.283,1.67,-4.99,-0.40
5.284,1.89,-4.82,-0.55
5.291,2.10,-4.67,-0.57
5.297,2.28,-4.51,-0.46
5.299,2.35,-4.46,-0.23
5.304,2.44,-4.39,0.03
5.311,2.45,-4.36,0.32
5.315,2.67,-4.29,0.44
5.320,2.86,-4.22,0.52
5.325,3.12,-4.04,0.38
5.334,3.24,-3.82,0.29
5.334,3.40,-3.66,0.18
5.345,3.64,-3.50,0.03
5.346,3.68,-3.45,-0.21
5.354,3.87,-3.32,-0.13
5.355,3.63,-3.28,0.25
5.360,3.71,-3.14,0.12
5.367,3.91,-3.00,0.18
5.370,4.14,-2.78,0.05
5.375,4.18,-2.62,-0.01
5.381,4.39,-2.44,0.08
5.385,4.50,-2.30,0.12
5.398,4.75,-2.19,0.18
5.399,4.79,-2.06,0.36
5.402,4.67,-1.90,0.22
5.405,4.69,-1.74,0.10
5.409,4.84,-1.59,0.10
5.415,4.86,-1.41,0.17
5.420,4.83,-1.26,0.30
5.425,4.70,-1.06,0.36
5.430,4.49,-0.90,0.23
5.435,4.41,-0.78,0.07
5.441,4.28,-0.64,-0.00
5.445,4.32,-0.48,0.02
5.450,4.53,-0.35,0.14
5.456,4.73,-0.19,0.16
5.462,4.78,0.01,0.16
5.465,4.87,0.24,0.10
5.470,4.92,0.41,0.10
5.477,5.00,0.56,0.18
5.480,4.92,0.70,0.25
5.485,4.83,0.84,0.32
5.491,4.76,0.95,0.24
5.496,4.82,1.09,0.13
5.500,4.84,1.27,0.14
5.505,4.96,1.46,0.36
5.511,5.08,1.69,0.60
5.515,5.01,1.86,0.75
5.520,4.94,2.02,0.70
5.526,4.85,2.13,0.64
5.531,4.70,2.23,0.74
5.536,4.52,2.32,0.92
5.541,4.41,2.46,0.97
5.547,4.43,2.61,0.91
5.555,4.43,2.81,0.89
5.556,4.43,3.01,0.98
5.561,4.42,3.19,1.10
5.566,4.29,3.32,1.29
5.572,4.10,3.42,1.32
5.576,4.00,3.47,1.22
5.581,3.94,3.59,1.38
5.586,3.70,3.75,1.87
5.591,3.60,3.87,2.19
5.600,3.76,4.04,2.12
5.601,3.77,4.24,1.93
5.623,3.57,4.40,1.79
5.624,3.41,4.49,1.77
5.624,3.35,4.55,1.71
5.624,3.02,4.56,1.54
5.625,2.82,4.60,1.38
5.637,2.81,4.74,1.24
5.637,2.81,4.88,1.22
5.641,2.84,5.06,1.15
5.650,2.89,5.25,1.16
5.651,2.84,5.36,1.11
5.656,2.60,5.40,1.01
5.661,2.40,5.41,1.02
5.666,2.25,5.45,1.06
5.671,2.02,5.51,1.15
5.676,2.01,5.58,1.10
5.686,2.03,5.71,1.05
5.687,2.03,5.86,0.98
5.694,1.97,5.98,0.97
5.696,1.92,6.06,1.02
5.706,1.80,6.06,1.00
5.707,1.60,6.10,0.92
5.711,1.37,6.08,0.90
5.720,1.31,6.11,0.79
5.722,1.24,6.20,0.73
5.726,1.29,6.31,0.77
5.733,1.35,6.42,0.81
5.737,1.39,6.49,0.65
5.741,1.22,6.53,0.61
5.747,1.10,6.52,0.52
5.753,0.92,6.52,0.48
5.757,0.81,6.48,0.51
5.761,0.77,6.49,0.50
5.769,0.77,6.55,0.39
5.772,0.83,6.63,0.31
5.778,0.89,6.73,0.26
5.782,0.89,6.77,0.14
5.789,0.80,6.77,-0.15
5.796,0.67,6.73,-0.38
5.797,0.56,6.69,-0.66
5.802,0.46,6.69,-0.94
5.811,0.56,6.74,-0.99
5.813,0.55,6.72,-0.94
5.819,0.70,6.79,-1.05
5.822,0.77,6.83,-0.98
5.839,0.81,6.83,-0.67
5.839,0.72,6.77,-0.22
5.839,0.60,6.67,0.24
5.842,0.47,6.55,0.63
5.847,0.57,6.52,0.75
5.852,0.71,6.56,0.82
5.859,0.66,6.58,0.84
5.862,0.95,6.59,0.64
5.867,0.84,6.57,0.55
5.872,0.95,6.52,0.59
5.877,0.86,6.41,0.75
5.882,0.84,6.32,0.77
5.888,0.82,6.23,0.73
5.899,0.95,6.19,0.60
5.899,0.98,6.17,0.57
5.903,1.19,6.20,0.56
5.907,1.27,6.15,0.60
5.917,1.42,6.12,0.52
5.918,1.47,6.01,0.45
5.922,1.34,5.87,0.37
5.927,1.41,5.76,0.33
5.933,1.48,5.68,0.46
5.937,1.44,5.59,0.58
5.942,1.65,5.57,0.60
5.947,1.91,5.56,0.49
5.953,2.07,5.51,0.48
5.957,2.12,5.42,0.58
5.962,2.22,5.31,0.66
5.967,2.10,5.16,0.68
5.972,2.10,5.01,0.55
5.978,2.24,4.87,0.51
5.982,2.29,4.79,0.59
5.988,2.45,4.73,0.62
5.992,2.73,4.69,0.59
5.997,2.89,4.61,0.51
6.002,2.94,4.50,0.49
6.007,2.97,4.32,0.48
6.012,2.98,4.14,0.46
6.018,2.98,3.96,0.47
6.023,3.02,3.84,0.43
6.027,3.16,3.74,0.38
6.034,3.47,3.67,0.37
6.042,3.56,3.59,0.41
6.043,3.74,3.47,0.42
6.048,3.82,3.30,0.38
6.054,3.76,3.13,0.33
6.058,3.81,2.92,0.27
6.063,3.77,2.76,0.27
6.074,3.72,2.62,0.30
6.075,4.05,2.47,0.25
6.101,4.25,2.38,0.24
6.102,4.22,2.28,0.24
6.103,4.35,2.14,0.19
6.103,4.53,1.95,0.23
6.105,4.37,1.75,0.28
6.105,4.27,1.55,0.25
6.109,4.35,1.38,0.11
6.114,4.45,1.25,-0.02
6.123,4.59,1.14,-0.00
6.126,4.76,1.01,0.12
6.128,4.74,0.82,0.19
6.134,4.76,0.65,0.11
6.142,4.84,0.48,0.01
6.144,4.72,0.27,0.08
6.150,4.63,0.09,0.19
6.153,4.71,-0.08,0.19
6.160,4.74,-0.23,0.18
6.164,4.77,-0.34,0.11
6.168,4.82,-0.48,0.09
6.174,4.84,-0.64,0.08
6.179,4.85,-0.79,0.09
6.183,4.70,-0.99,0.12
6.190,4.66,-1.20,0.10
6.195,4.63,-1.36,0.07
6.198,4.59,-1.50,0.04
6.203,4.59,-1.62,0.07
6.209,4.58,-1.76,0.14
6.213,4.49,-1.91,0.11
6.218,4.27,-2.01,-0.99
6.223,4.92,-2.09,-2.10
6.228,4.89,-2.29,-2.03
6.234,4.18,-2.46,-1.50
6.243,3.96,-2.69,-1.33
6.245,4.30,-2.87,-1.56
6.248,3.85,-3.04,-1.65
6.253,3.69,-3.13,-1.49
6.258,3.93,-3.24,-1.13
6.267,4.07,-3.34,-0.70
6.268,4.18,-3.41,0.04
6.273,3.88,-3.45,0.67
6.279,3.53,-3.57,0.38
6.284,4.01,-3.78,0.26
6.288,3.49,-4.04,0.71
6.294,2.88,-4.27,0.89
6.300,3.03,-4.45,0.71
6.304,3.08,-4.52,0.45
6.309,2.83,-4.50,0.37
6.315,3.07,-4.51,0.59
6.319,3.16,-4.59,0.84
6.324,2.92,-4.73,1.38
6.329,2.64,-4.90,1.76
6.337,2.48,-5.06,1.86
6.340,2.24,-5.24,1.90
6.345,2.03,-5.37,2.02
6.363,1.94,-5.50,2.18
6.364,1.85,-5.55,2.36
6.364,1.67,-5.57,2.17
6.377,1.90,-5.62,1.84
6.377,1.70,-5.69,1.89
6.377,1.47,-5.77,1.95
6.379,1.43,-5.88,1.85
6.390,1.18,-5.95,1.34
6.391,1.08,-6.03,0.79
6.400,1.01,-6.05,0.26
6.404,0.96,-6.07,-0.02
6.406,0.75,-6.11,-0.20
6.410,0.79,-6.15,-0.21
6.414,0.78,-6.18,-0.15
6.419,0.51,-6.18,-0.13
6.425,0.56,-6.23,-0.02
6.430,0.43,-6.29,-0.16
6.435,0.66,-6.29,-0.18
6.443,0.20,-6.41,-0.14
6.445,0.13,-6.51,-0.04
6.450,-0.23,-6.65,-0.12
6.458,-0.21,-6.64,-0.13
6.459,-0.28,-6.63,-0.01
6.464,-0.13,-6.58,0.24
6.470,-0.09,-6.56,0.63
6.474,-0.04,-6.55,0.91
6.480,-0.14,-6.59,1.16
6.484,-0.28,-6.66,1.38
6.489,-0.50,-6.77,1.67
6.495,-0.61,-6.84,1.79
6.499,-0.70,-6.88,1.82
6.504,-0.65,-6.84,1.69
6.510,-0.65,-6.81,1.49
6.515,-0.55,-6.71,1.26
6.519,-0.47,-6.68,1.06
6.526,-0.48,-6.70,0.88
6.531,-0.59,-6.74,0.72
6.535,-0.73,-6.79,0.59
6.539,-0.82,-6.84,0.54
6.545,-0.84,-6.84,0.59
6.551,-0.76,-6.79,0.63
6.555,-0.67,-6.69,0.63
6.561,-0.49,-6.60,0.60
6.565,-0.39,-6.54,0.69
6.570,-0.41,-6.52,0.89
6.576,-0.47,-6.54,1.10
6.584,-0.60,-6.58,1.17
6.587,-0.61,-6.64,1.16
6.606,-0.62,-6.63,1.05
6.607,-0.54,-6.54,1.04
6.607,-0.36,-6.43,1.02
6.607,-0.15,-6.33,0.98
6.619,-0.00,-6.24,0.86
6.620,0.01,-6.22,0.72
6.622,-0.04,-6.24,0.64
6.625,-0.12,-6.29,0.62
6.633,-0.17,-6.30,0.66
6.635,-0.10,-6.23,0.64
6.640,0.04,-6.12,0.48
6.645,0.30,-6.01,0.01
6.651,0.46,-5.88,-0.24
6.656,0.67,-5.77,-0.21
6.660,0.73,-5.71,0.00
6.666,0.77,-5.73,0.25
6.670,0.69,-5.75,0.39
6.676,0.68,-5.76,0.50
6.681,0.76,-5.70,0.72
6.686,0.89,-5.62,0.97
6.691,1.13,-5.45,1.10
6.696,1.37,-5.29,1.03
6.707,1.51,-5.18,0.85
6.708,1.60,-5.07,0.59
6.729,1.63,-5.07,0.35
6.730,1.63,-5.03,0.21
6.730,1.68,-4.94,0.06
6.731,1.77,-4.87,-0.06
6.731,1.88,-4.74,-0.14
6.743,2.10,-4.58,-0.17
6.744,2.39,-4.43,-0.11
6.746,2.50,-4.32,0.09
6.751,2.58,-4.28,0.20
6.756,2.58,-4.19,0.19
6.760,2.61,-4.11,0.16
6.765,2.72,-4.04,0.09
6.772,2.83,-3.94,0.19
6.775,2.98,-3.74,0.27
6.780,3.18,-3.58,0.24
6.786,3.38,-3.44,0.15
6.791,3.48,-3.28,0.01
6.797,3.49,-3.17,-0.01
6.801,3.59,-3.06,0.01
6.813,3.62,-2.96,0.01
6.814,3.60,-2.87,0.03
6.816,3.77,-2.74,-0.01
6.821,3.89,-2.55,-0.07
6.826,4.00,-2.39,-0.04
6.832,4.24,-2.22,0.04
6.837,4.20,-2.05,0.11
6.842,4.29,-1.89,0.07
6.846,4.41,-1.77,0.03
6.851,4.33,-1.62,0.05
6.856,4.37,-1.49,0.04
6.862,4.48,-1.34,0.03
6.867,4.48,-1.19,0.04
6.871,4.64,-1.04,0.01
6.877,4.59,-0.86,0.04
6.882,4.64,-0.68,0.01
6.887,4.81,-0.52,-0.03
6.891,4.77,-0.39,0.02
6.908,4.79,-0.22,0.07
6.909,4.80,-0.05,0.15
6.909,4.73,0.11,0.14
6.914,4.85,0.25,0.20
6.916,4.82,0.38,0.19
6.922,4.69,0.58,0.21
6.927,4.85,0.71,0.26
6.937,4.87,0.90,0.27
6.938,4.84,1.06,0.41
6.943,4.98,1.26,0.44
6.958,4.72,1.43,0.48
6.958,4.96,1.56,0.67
6.960,4.65,1.67,0.92
6.962,4.54,1.78,0.98
6.971,4.55,1.92,1.00
6.973,4.43,2.11,0.97
6.977,4.47,2.27,0.99
6.985,4.51,2.46,1.15
6.987,4.41,2.61,1.24
6.992,4.46,2.76,1.37
6.997,4.14,2.84,1.91
7.002,4.14,2.90,2.40
7.007,4.01,3.06,2.64
7.012,3.92,3.23,2.50
7.022,4.01,3.40,2.02
7.022,3.91,3.59,1.33
7.029,3.83,3.76,1.00
7.034,3.77,3.83,1.14
7.045,3.56,3.88,1.28
7.046,3.29,3.99,1.27
7.047,3.40,4.10,1.07
7.058,3.19,4.24,1.02
7.059,3.23,4.40,0.97
7.062,3.22,4.55,1.05
7.067,3.15,4.66,1.11
7.073,3.03,4.75,0.97
7.078,2.82,4.82,0.82
7.082,2.73,4.92,0.69
7.089,2.58,5.00,0.75
7.093,2.52,5.09,0.84
7.098,2.45,5.20,0.88
7.102,2.41,5.33,0.82
7.108,2.38,5.43,0.78
7.113,2.30,5.50,0.79
7.117,2.13,5.58,0.81
7.123,2.06,5.60,0.82
7.131,1.88,5.66,0.76
7.134,1.81,5.72,0.66
7.159,1.71,5.82,0.65
7.160,1.68,5.92,0.59
7.160,1.69,6.02,0.58
7.160,1.64,6.09,0.59
7.160,1.51,6.13,0.48
7.163,1.44,6.15,0.38
7.168,1.30,6.19,0.36
7.173,1.13,6.19,0.37
7.178,1.15,6.24,0.35
7.187,1.02,6.29,0.29
7.188,1.06,6.39,0.22
7.194,1.05,6.45,0.09
7.199,1.00,6.48,-0.17
7.203,0.93,6.51,-0.46
7.208,0.88,6.51,-0.70
7.213,0.80,6.54,-0.83
7.218,0.74,6.60,-0.94
7.223,0.76,6.61,-0.97
7.234,0.74,6.65,-1.10
7.235,0.78,6.69,-1.17
7.240,0.76,6.72,-1.11
7.244,0.71,6.74,-0.93
7.252,0.71,6.69,-0.63
7.254,0.62,6.66,-0.24
7.258,0.56,6.60,0.14
7.265,0.56,6.57,0.58
7.269,0.63,6.56,0.92
7.274,0.41,6.65,0.62
7.278,0.76,6.63,0.54
7.284,0.81,6.59,0.62
7.289,0.57,6.56,0.56
7.294,0.73,6.50,0.55
7.300,0.69,6.42,0.51
7.304,0.54,6.38,0.53
7.309,0.84,6.36,0.46
7.314,0.74,6.36,0.41
7.319,0.97,6.33,0.37
7.324,0.96,6.30,0.43
7.329,1.02,6.28,0.35
7.338,1.08,6.20,0.31
7.340,1.05,6.13,0.30
7.344,0.96,6.02,0.35
7.350,1.08,5.97,0.35
7.358,1.16,5.88,0.40
7.363,1.22,5.89,0.37
7.365,1.38,5.84,0.38
7.381,1.49,5.81,0.44
7.381,1.54,5.75,0.46
7.381,1.61,5.61,0.47
7.385,1.63,5.53,0.46
7.394,1.64,5.43,0.50
7.395,1.75,5.32,0.49
7.404,1.86,5.27,0.45
7.405,1.98,5.21,0.50
7.409,2.16,5.15,0.56
7.414,2.16,5.04,0.53
7.418,2.35,4.98,0.48
7.423,2.46,4.82,0.52
7.429,2.39,4.67,0.60
7.434,2.42,4.55,0.55
7.438,2.60,4.45,0.48
7.443,2.61,4.37,0.47
7.449,2.74,4.27,0.46
7.454,2.94,4.18,0.50
7.461,3.07,4.06,0.53
7.464,3.11,3.92,0.45
7.470,3.19,3.77,0.42
7.474,3.27,3.60,0.42
7.479,3.27,3.47,0.45
7.484,3.39,3.34,0.49
7.489,3.52,3.23,0.46
7.496,3.63,3.13,0.43
7.499,3.76,3.00,0.43
7.504,3.77,2.85,0.41
7.509,3.86,2.71,0.45
7.514,3.93,2.56,0.49
7.519,3.94,2.39,0.41
7.524,4.00,2.21,0.39
7.530,4.00,2.06,0.40
7.535,4.12,1.97,0.36
7.540,4.26,1.79,0.37
7.544,4.29,1.65,0.39
7.551,4.33,1.48,0.33
7.555,4.39,1.33,0.31
7.559,4.44,1.16,0.28
7.565,4.50,1.00,0.22
7.572,4.51,0.87,0.16
7.575,4.54,0.70,0.12
7.582,4.59,0.53,0.09
7.585,4.59,0.38,0.15
7.591,4.62,0.22,0.23
7.595,4.60,0.04,0.29
7.602,4.56,-0.14,0.25
7.606,4.63,-0.28,0.15
7.610,4.64,-0.42,0.19
7.627,4.58,-0.60,0.23
7.630,4.61,-0.76,0.21
7.630,4.60,-0.89,0.16
7.632,4.56,-1.05,0.11
7.645,4.55,-1.21,0.11
7.646,4.47,-1.35,0.14
7.646,4.49,-1.53,0.15
7.658,4.46,-1.67,0.21
7.658,4.41,-1.85,0.20
7.661,4.36,-1.96,0.23
7.665,4.33,-2.13,0.26
7.672,4.28,-2.29,0.27
7.675,3.93,-2.41,0.09
7.680,3.84,-2.48,-1.11
7.687,4.82,-2.60,-1.86
7.691,4.32,-2.73,-1.51
7.695,3.58,-2.85,-1.13
7.700,3.82,-3.11,-1.27
7.706,3.81,-3.30,-1.62
7.710,3.22,-3.47,-1.63
7.715,3.41,-3.59,-1.36
7.728,3.56,-3.63,-0.90
7.730,3.43,-3.73,-0.44
7.732,3.64,-3.83,0.06
7.736,3.52,-3.87,0.70
7.762,3.06,-3.90,0.51
7.763,3.57,-4.15,0.44
7.763,3.11,-4.40,0.89
7.763,2.36,-4.60,1.03
7.764,2.51,-4.77,0.81
7.765,2.49,-4.85,0.54
7.771,2.30,-4.84,0.52
7.776,2.51,-4.81,0.66
7.781,2.59,-4.85,0.87
7.786,2.41,-4.98,1.37
7.793,2.21,-5.13,1.72
7.796,1.99,-5.33,1.93
7.801,1.76,-5.47,1.94
7.807,1.60,-5.62,2.08
7.812,1.40,-5.70,2.28
7.816,1.27,-5.74,2.40
7.820,1.35,-5.77,2.27
7.826,1.38,-5.82,2.20
7.831,1.08,-5.86,2.09
7.836,1.17,-5.88,1.81
7.840,0.97,-6.00,1.33
7.846,0.85,-6.07,0.84
7.852,0.68,-6.13,0.37
7.856,0.51,-6.15,-0.05
7.866,0.51,-6.21,-0.25
7.867,0.58,-6.23,-0.20
7.888,0.34,-6.23,-0.02
7.889,0.29,-6.22,0.04
7.889,0.35,-6.20,-0.15
7.889,0.70,-6.12,-0.24
7.896,0.20,-6.28,-0.09
7.897,0.10,-6.43,0.09
7.908,-0.38,-6.61,0.14
7.908,-0.44,-6.67,-0.04
7.911,-0.58,-6.71,-0.14
7.916,-0.39,-6.60,-0.07
7.921,-0.28,-6.49,0.20
7.926,-0.03,-6.39,0.40
7.933,-0.10,-6.39,0.66
7.936,-0.23,-6.47,0.85
7.941,-0.47,-6.61,1.16
7.946,-0.71,-6.70,1.39
7.952,-0.73,-6.75,1.55
7.956,-0.75,-6.77,1.67
7.961,-0.69,-6.71,1.74
7.967,-0.53,-6.62,1.64
7.971,-0.43,-6.56,1.65
7.976,-0.44,-6.56,1.59
7.981,-0.52,-6.57,1.45
7.987,-0.68,-6.65,1.06
7.991,-0.78,-6.69,0.60
7.997,-0.84,-6.69,0.20
8.009,-0.74,-6.63,0.07
8.009,-0.63,-6.52,0.12
8.012,-0.46,-6.45,0.20
8.018,-0.38,-6.39,0.28
8.040,-0.35,-6.38,0.38
8.041,-0.44,-6.44,0.56
8.042,-0.50,-6.48,0.86
8.042,-0.56,-6.50,1.15
8.043,-0.59,-6.45,1.29
8.047,-0.42,-6.41,1.23
8.052,-0.10,-6.27,1.15
8.057,-0.15,-6.17,1.11
8.062,0.12,-6.11,1.03
8.067,0.08,-6.09,0.81
8.073,0.03,-6.07,0.58
8.077,-0.03,-6.08,0.19
8.082,-0.04,-6.05,-0.35
8.086,0.04,-6.00,-0.55
8.093,0.23,-5.89,-0.56
8.097,0.46,-5.77,-0.35
8.102,0.66,-5.68,-0.10
8.108,0.76,-5.62,0.21
8.112,0.78,-5.59,0.48
8.117,0.74,-5.59,0.86
8.122,0.69,-5.57,1.20
8.130,0.80,-5.56,1.40
8.133,0.95,-5.45,1.28
8.139,1.21,-5.25,0.97
8.161,1.36,-5.18,0.69
8.162,1.54,-5.02,0.44
8.162,1.58,-4.94,0.29
8.162,1.69,-4.87,0.03
8.164,1.74,-4.86,-0.11
8.168,1.59,-4.79,-0.22
8.172,1.68,-4.71,-0.33
8.179,2.10,-4.57,-0.38
8.183,2.06,-4.45,-0.03
8.189,2.27,-4.29,0.14
8.193,2.49,-4.20,0.17
8.198,2.55,-4.09,-0.07
8.203,2.56,-4.04,-0.07
8.208,2.64,-3.94,0.09
8.213,2.69,-3.87,0.35
8.217,2.78,-3.74,0.44
8.223,2.98,-3.58,0.25
8.227,3.18,-3.44,0.01
8.237,3.34,-3.30,-0.08
8.240,3.43,-3.15,0.07
8.245,3.53,-3.01,0.10
8.266,3.54,-2.92,0.05
8.267,3.51,-2.79,-0.06
8.267,3.59,-2.67,-0.15
8.267,3.71,-2.54,-0.13
8.268,3.83,-2.38,0.02
8.273,3.95,-2.25,0.13
8.278,4.05,-2.06,0.11
8.284,4.09,-1.90,-0.03
8.289,4.16,-1.78,-0.11
8.294,4.16,-1.64,-0.04
8.298,4.26,-1.49,0.08
8.305,4.27,-1.33,0.12
8.309,4.27,-1.23,0.03
8.313,4.44,-1.05,-0.10
8.319,4.42,-0.86,-0.06
8.323,4.53,-0.71,0.02
